계정명,단위사업명,경비구분,지출구분,분야명,회계명,회계연도,소관명,프로그램명,세부사업명,부문명,국회확정금액,정부안금액
,본부기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,지식경제부행정지원,산업기술정책관기본경비,산업·중소기업일반,208142.0,208142.0
,본부기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,지식경제부행정지원,산업기술정책관기본경비,산업·중소기업일반,60000.0,60000.0
,본부기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,지식경제부행정지원,신산업정책관기본경비,산업·중소기업일반,69000.0,69000.0
,본부기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,지식경제부행정지원,신산업정책관기본경비,산업·중소기업일반,280928.0,280928.0
,본부기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,지식경제부행정지원,에너지자원실기본경비,산업·중소기업일반,113160.0,113160.0
,본부기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,지식경제부행정지원,에너지자원실기본경비,산업·중소기업일반,721295.0,721295.0
,본부기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,지식경제부행정지원,에너지절약추진지원단기본경비,산업·중소기업일반,148516.0,148516.0
,본부기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,지식경제부행정지원,에너지절약추진지원단기본경비,산업·중소기업일반,27000.0,27000.0
,본부기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,지식경제부행정지원,연구개발특구기획단기본경비,산업·중소기업일반,85974.0,85974.0
,본부기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,지식경제부행정지원,연구개발특구기획단기본경비,산업·중소기업일반,27000.0,27000.0
,본부기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,지식경제부행정지원,전기위원회기본경비,산업·중소기업일반,26000.0,26000.0
,본부기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,지식경제부행정지원,전기위원회기본경비,산업·중소기업일반,249388.0,249388.0
,본부기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,지식경제부행정지원,정보통신산업정책관기본경비,산업·중소기업일반,192058.0,192058.0
,본부기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,지식경제부행정지원,정보통신산업정책관기본경비,산업·중소기업일반,56000.0,56000.0
,본부기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,지식경제부행정지원,주력산업정책관기본경비,산업·중소기업일반,46000.0,46000.0
,본부기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,지식경제부행정지원,주력산업정책관기본경비,산업·중소기업일반,353995.0,353995.0
,본부기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,지식경제부행정지원,지역경제정책관기본경비,산업·중소기업일반,39000.0,39000.0
,본부기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,지식경제부행정지원,지역경제정책관기본경비,산업·중소기업일반,205320.0,205320.0
,본부인건비,인건비(기금인건비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,지식경제부행정지원,본부인건비,산업·중소기업일반,62603396.0,62603396.0
,본부정책수립운영,주요사업비(기금사업비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,지식경제부행정지원,무역투자정책수립운영,산업·중소기업일반,157000.0,157000.0
,본부정책수립운영,주요사업비(기금사업비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,지식경제부행정지원,주력산업정책수립운영,산업·중소기업일반,31000.0,31000.0
,본부정책수립운영,주요사업비(기금사업비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,지식경제부행정지원,지식경제정책지원,산업·중소기업일반,1947000.0,1947000.0
,본부정책수립운영,주요사업비(기금사업비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,지식경제부행정지원,통신정책관리,산업·중소기업일반,39000.0,39000.0
,소속기관기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,지식경제부행정지원,광업등록사무소기본경비,산업·중소기업일반,23000.0,23000.0
,소속기관기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,지식경제부행정지원,광업등록사무소기본경비,산업·중소기업일반,36863.0,36863.0
,소속기관기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,지식경제부행정지원,광업등록사무소운영,산업·중소기업일반,1000.0,1000.0
,소속기관기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,지식경제부행정지원,광업등록사무소운영,산업·중소기업일반,79282.0,79282.0
,소속기관기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,지식경제부행정지원,광업등록사무소전산운영경비,산업·중소기업일반,10000.0,10000.0
,소속기관기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,지식경제부행정지원,광업등록사무소전산운영경비,산업·중소기업일반,114100.0,114100.0
,소속기관기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,지식경제부행정지원,군산무역원기본경비,산업·중소기업일반,20000.0,20000.0
,소속기관기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,지식경제부행정지원,군산무역원기본경비,산업·중소기업일반,178589.0,178589.0
,소속기관기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,지식경제부행정지원,군산무역원운영,산업·중소기업일반,2000.0,2000.0
,소속기관기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,지식경제부행정지원,군산무역원운영,산업·중소기업일반,111136.0,111136.0
,소속기관기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,지식경제부행정지원,군산무역원전산운영경비,산업·중소기업일반,15000.0,15000.0
,소속기관기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,지식경제부행정지원,기술표준원기본경비,산업·중소기업일반,1558439.0,1558439.0
,소속기관기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,지식경제부행정지원,기술표준원기본경비,산업·중소기업일반,426000.0,426000.0
,소속기관기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,지식경제부행정지원,기술표준원전산운영경비,산업·중소기업일반,265000.0,265000.0
,소속기관기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,지식경제부행정지원,기술표준정책국기본경비,산업·중소기업일반,715615.0,715615.0
,소속기관기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,지식경제부행정지원,기술표준정책국기본경비,산업·중소기업일반,70000.0,70000.0
,소속기관기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,지식경제부행정지원,남부사무소기본경비,산업·중소기업일반,20000.0,20000.0
,소속기관기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,지식경제부행정지원,남부사무소기본경비,산업·중소기업일반,22865.0,22865.0
,소속기관기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,지식경제부행정지원,남부사무소운영,산업·중소기업일반,74469.0,74469.0
,소속기관기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,지식경제부행정지원,남부사무소운영,산업·중소기업일반,2000.0,2000.0
,소속기관기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,지식경제부행정지원,남부사무소전산운영경비,산업·중소기업일반,11000.0,11000.0
,소속기관기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,지식경제부행정지원,대불무역원기본경비,산업·중소기업일반,211685.0,211685.0
,소속기관기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,지식경제부행정지원,대불무역원기본경비,산업·중소기업일반,17000.0,17000.0
,소속기관기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,지식경제부행정지원,대불무역원운영,산업·중소기업일반,77000.0,77000.0
,소속기관기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,지식경제부행정지원,대불무역원운영,산업·중소기업일반,2000.0,2000.0
,소속기관기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,지식경제부행정지원,동부사무소기본경비,산업·중소기업일반,30852.0,30852.0
,소속기관기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,지식경제부행정지원,동부사무소기본경비,산업·중소기업일반,24000.0,24000.0
,소속기관기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,지식경제부행정지원,동부사무소운영,산업·중소기업일반,82382.0,82382.0
,소속기관기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,지식경제부행정지원,동부사무소운영,산업·중소기업일반,2000.0,2000.0
,소속기관기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,지식경제부행정지원,동부사무소전산운영경비,산업·중소기업일반,10000.0,10000.0
,소속기관기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,지식경제부행정지원,동해무역원기본경비,산업·중소기업일반,83490.0,83490.0
,소속기관기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,지식경제부행정지원,동해무역원기본경비,산업·중소기업일반,4460.0,4460.0
,소속기관기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,지식경제부행정지원,동해무역원운영,산업·중소기업일반,62050.0,62050.0
,소속기관기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,지식경제부행정지원,마산무역원공익근무요원운영,산업·중소기업일반,1000.0,1000.0
,소속기관기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,지식경제부행정지원,마산무역원기본경비,산업·중소기업일반,15000.0,15000.0
,소속기관기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,지식경제부행정지원,마산무역원기본경비,산업·중소기업일반,148934.0,148934.0
,소속기관기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,지식경제부행정지원,마산무역원운영,산업·중소기업일반,4000.0,4000.0
,소속기관기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,지식경제부행정지원,마산무역원운영,산업·중소기업일반,137018.0,137018.0
,소속기관기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,지식경제부행정지원,마산무역원전산운영경비,산업·중소기업일반,11000.0,11000.0
,소속기관기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,지식경제부행정지원,서부사무소기본경비,산업·중소기업일반,16000.0,16000.0
,소속기관기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,지식경제부행정지원,서부사무소기본경비,산업·중소기업일반,22874.0,22874.0
,소속기관기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,지식경제부행정지원,서부사무소운영,산업·중소기업일반,2000.0,2000.0
,소속기관기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,지식경제부행정지원,서부사무소운영,산업·중소기업일반,39449.0,39449.0
,소속기관기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,지식경제부행정지원,서부사무소전산운영경비,산업·중소기업일반,12000.0,12000.0
,소속기관기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,지식경제부행정지원,율촌무역원기본경비,산업·중소기업일반,4460.0,4460.0
,소속기관기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,지식경제부행정지원,율촌무역원기본경비,산업·중소기업일반,83490.0,83490.0
,소속기관기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,지식경제부행정지원,율촌무역원운영,산업·중소기업일반,62050.0,62050.0
,소속기관기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,지식경제부행정지원,제품안전정책국기본경비,산업·중소기업일반,49000.0,49000.0
,소속기관기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,지식경제부행정지원,제품안전정책국기본경비,산업·중소기업일반,388401.0,388401.0
,소속기관기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,지식경제부행정지원,중부사무소기본경비,산업·중소기업일반,18000.0,18000.0
,소속기관기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,지식경제부행정지원,중부사무소기본경비,산업·중소기업일반,29891.0,29891.0
,소속기관기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,지식경제부행정지원,중부사무소운영,산업·중소기업일반,1000.0,1000.0
,소속기관기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,지식경제부행정지원,중부사무소운영,산업·중소기업일반,77634.0,77634.0
,소속기관기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,지식경제부행정지원,중부사무소전산운영경비,산업·중소기업일반,9000.0,9000.0
,소속기관기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,지식경제부행정지원,지식기반표준국기본경비,산업·중소기업일반,40000.0,40000.0
,소속기관기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,지식경제부행정지원,지식기반표준국기본경비,산업·중소기업일반,470803.0,470803.0
,소속기관기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,지식경제부행정지원,표준기술기반국기본경비,산업·중소기업일반,36000.0,36000.0
,소속기관기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,지식경제부행정지원,표준기술기반국기본경비,산업·중소기업일반,451519.0,451519.0
,소속기관기타행정지원,주요사업비(기금사업비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,지식경제부행정지원,군산자유무역지역관리,산업·중소기업일반,120000.0,120000.0
,소속기관기타행정지원,주요사업비(기금사업비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,지식경제부행정지원,군산자유무역지역민간위탁,산업·중소기업일반,330000.0,330000.0
,소속기관기타행정지원,주요사업비(기금사업비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,지식경제부행정지원,대불자유무역지역 관사취득,산업·중소기업일반,60000.0,60000.0
,소속기관기타행정지원,주요사업비(기금사업비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,지식경제부행정지원,대불자유무역지역 민간위탁,산업·중소기업일반,450000.0,450000.0
,소속기관기타행정지원,주요사업비(기금사업비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,지식경제부행정지원,대불자유무역지역관리,산업·중소기업일반,80000.0,80000.0
,소속기관기타행정지원,주요사업비(기금사업비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,지식경제부행정지원,동부광산보안사무소관사개축,산업·중소기업일반,545000.0,545000.0
,소속기관기타행정지원,주요사업비(기금사업비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,지식경제부행정지원,동해무역원외부위탁,산업·중소기업일반,160000.0,160000.0
,소속기관기타행정지원,주요사업비(기금사업비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,지식경제부행정지원,동해자유무역지역 관사취득,산업·중소기업일반,120000.0,120000.0
,소속기관기타행정지원,주요사업비(기금사업비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,지식경제부행정지원,마산무역원외부위탁,산업·중소기업일반,48000.0,48000.0
,소속기관기타행정지원,주요사업비(기금사업비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,지식경제부행정지원,마산자유무역지역관리,산업·중소기업일반,473000.0,473000.0
,소속기관기타행정지원,주요사업비(기금사업비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,지식경제부행정지원,율촌무역원외부위탁,산업·중소기업일반,160000.0,160000.0
,소속기관기타행정지원,주요사업비(기금사업비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,지식경제부행정지원,율촌자유무역지역 관사취득,산업·중소기업일반,160000.0,160000.0
,소속기관인건비,인건비(기금인건비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,지식경제부행정지원,광산보안사무소인건비,산업·중소기업일반,1564011.0,1564011.0
,소속기관인건비,인건비(기금인건비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,지식경제부행정지원,광업등록사무소인건비,산업·중소기업일반,1475164.0,1475164.0
,소속기관인건비,인건비(기금인건비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,지식경제부행정지원,군산무역원인건비,산업·중소기업일반,1911701.0,1911701.0
,소속기관인건비,인건비(기금인건비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,지식경제부행정지원,기술표준원인건비,산업·중소기업일반,13457979.0,13457979.0
,소속기관인건비,인건비(기금인건비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,지식경제부행정지원,대불무역원인건비,산업·중소기업일반,1407071.0,1407071.0
,소속기관인건비,인건비(기금인건비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,지식경제부행정지원,동해무역원인건비,산업·중소기업일반,748357.0,748357.0
,소속기관인건비,인건비(기금인건비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,지식경제부행정지원,마산무역원인건비,산업·중소기업일반,3122700.0,3122700.0
,소속기관인건비,인건비(기금인건비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,지식경제부행정지원,율촌무역원인건비,산업·중소기업일반,747152.0,747152.0
,지식경제행정정보시스템구축,주요사업비(기금사업비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,지식경제부행정지원,지식경제행정정보시스템구축(정보화),산업·중소기업일반,3487000.0,3487000.0
,R&D관리기관지원(R&D),주요사업비(기금사업비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,기관지원(산업기술),산업기술R&D관리기관지원(R&D),산업진흥·고도화,3739000.0,3739000.0
,거점기관지원(R&D),주요사업비(기금사업비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,기관지원(산업기술),산업기술거점기관지원(R&D),산업진흥·고도화,38147000.0,38147000.0
,World-Class300프로젝트지원,주요사업비(기금사업비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,산업경쟁력기반구축,World-Class300프로젝트지원,산업진흥·고도화,270000.0,300000.0
,국제환경규제사전대응기반구축,주요사업비(기금사업비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,산업경쟁력기반구축,국제환경규제사전대응기반구축,산업진흥·고도화,1450000.0,1450000.0
,대중소기업상생협력,주요사업비(기금사업비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,산업경쟁력기반구축,대중소기업상생협력인프라구축,산업진흥·고도화,1500000.0,1500000.0
,산업경쟁력분석,주요사업비(기금사업비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,산업경쟁력기반구축,산업통계및동향분석기반사업,산업진흥·고도화,500000.0,500000.0
,생산성향상기반구축(비R&D),주요사업비(기금사업비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,산업경쟁력기반구축,사이버제조설계시뮬레이션기술확산,산업진흥·고도화,2939000.0,2939000.0
,아시아생산성기구분담금,주요사업비(기금사업비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,산업경쟁력기반구축,아시아생산성기구분담금,산업진흥·고도화,1374000.0,1374000.0
,유통물류기반조성(일반),주요사업비(기금사업비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,산업경쟁력기반구축,산업물류인프라구축,산업진흥·고도화,800000.0,800000.0
,유통물류기반조성(일반),주요사업비(기금사업비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,산업경쟁력기반구축,위해상품판매차단시스템구축및확산(정보화),산업진흥·고도화,100000.0,100000.0
,유통물류기반조성(일반),주요사업비(기금사업비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,산업경쟁력기반구축,유통산업실태조사,산업진흥·고도화,300000.0,300000.0
,유통물류기반조성(일반),주요사업비(기금사업비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,산업경쟁력기반구축,프랜차이즈산업활성화,산업진흥·고도화,200000.0,200000.0
,자원생산성기반구축,주요사업비(기금사업비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,산업경쟁력기반구축,자원생산성기반구축,산업진흥·고도화,1000000.0,1000000.0
,지식서비스산업육성,주요사업비(기금사업비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,산업경쟁력기반구축,이러닝산업활성화,산업진흥·고도화,2400000.0,2400000.0
,지식서비스산업육성,주요사업비(기금사업비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,산업경쟁력기반구축,지식서비스산업기반구축,산업진흥·고도화,450000.0,450000.0
,한국생산성본부,주요사업비(기금사업비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,산업경쟁력기반구축,한국생산성본부,산업진흥·고도화,1700000.0,1700000.0
,기술이전사업화,주요사업비(기금사업비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,산업기술진흥,국가기술자산활용촉진(R&D),산업진흥·고도화,38200000.0,40000000.0
,기술혁신형중소중견기업인력지원(R&D),주요사업비(기금사업비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,산업기술진흥,기술혁신형중소중견기업인력지원(R&D),산업진흥·고도화,14500000.0,17000000.0
,녹색기술금융활성화,주요사업비(기금사업비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,산업기술진흥,녹색금융활성화기반구축,산업진흥·고도화,1998000.0,1998000.0
,산업기술시험원,주요사업비(기금사업비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,산업기술진흥,산업기술시험원,산업진흥·고도화,9392000.0,9392000.0
,산업기술저변확충및보호기반구축,주요사업비(기금사업비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,산업기술진흥,산업기술유출방지및보호기반구축,산업진흥·고도화,932000.0,932000.0
,산업기술저변확충및보호기반구축,주요사업비(기금사업비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,산업기술진흥,산업기술저변확충,산업진흥·고도화,1079000.0,1079000.0
,신성장동력기술사업화투자지원,주요사업비(기금사업비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,산업기술진흥,신성장동력기술사업화투자지원,산업진흥·고도화,30000000.0,40000000.0
,ISO인증제도기반구축,주요사업비(기금사업비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,산업기술표준및제품안전관리,ISO인증제도기반구축,산업진흥·고도화,155000.0,155000.0
,개발기술의실용화,주요사업비(기금사업비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,산업기술표준및제품안전관리,신기술제품인증,산업진흥·고도화,1800000.0,1800000.0
,국가표준혁신및국제협력,주요사업비(기금사업비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,산업기술표준및제품안전관리,국가인증제도혁신기반구축,산업진흥·고도화,500000.0,500000.0
,국가표준혁신및국제협력,주요사업비(기금사업비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,산업기술표준및제품안전관리,국제표준화활동지원,산업진흥·고도화,2418000.0,2418000.0
,국가표준혁신및국제협력,주요사업비(기금사업비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,산업기술표준및제품안전관리,민간표준활동지원,산업진흥·고도화,1764000.0,1764000.0
,국가표준혁신및국제협력,주요사업비(기금사업비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,산업기술표준및제품안전관리,적합성평가기반구축,산업진흥·고도화,731000.0,731000.0
,기술표준정보화체계구축,주요사업비(기금사업비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,산업기술표준및제품안전관리,IT기반기술표준정보화체계구축(정보화),산업진흥·고도화,800000.0,800000.0
,무역상기술장벽 대응 하부구조 강화,주요사업비(기금사업비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,산업기술표준및제품안전관리,무역상기술장벽 대응 하부구조 강화,산업진흥·고도화,815000.0,815000.0
,신산업표준개발,주요사업비(기금사업비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,산업기술표준및제품안전관리,국가표준활성화,산업진흥·고도화,4800000.0,4800000.0
,신산업표준개발,주요사업비(기금사업비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,산업기술표준및제품안전관리,법정단위정착지원,산업진흥·고도화,192000.0,192000.0
,신산업표준개발,주요사업비(기금사업비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,산업기술표준및제품안전관리,한국인인체치수조사보급,산업진흥·고도화,550000.0,550000.0
,제품안전관리기반조성,주요사업비(기금사업비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,산업기술표준및제품안전관리,공산품안전망구축,산업진흥·고도화,2154000.0,2154000.0
,제품안전관리기반조성,주요사업비(기금사업비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,산업기술표준및제품안전관리,안전제도혁신기반조성,산업진흥·고도화,2248000.0,2248000.0
,신산업융합원천기술(R&D),주요사업비(기금사업비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,산업융합원천기술확보(산업),로봇산업원천기술개발(R&D),산업진흥·고도화,69918000.0,69918000.0
,신산업융합원천기술(R&D),주요사업비(기금사업비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,산업융합원천기술확보(산업),바이오의료기기산업원천기술개발(R&D),산업진흥·고도화,95140000.0,95140000.0
,신산업융합원천기술(R&D),주요사업비(기금사업비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,산업융합원천기술확보(산업),산업융합기술산업원천기술개발(R&D),산업진흥·고도화,94498000.0,94498000.0
,신산업융합원천기술(R&D),주요사업비(기금사업비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,산업융합원천기술확보(산업),지식서비스USN산업원천기술개발(R&D),산업진흥·고도화,55682000.0,55682000.0
,주력산업융합원천기술(R&D),주요사업비(기금사업비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,산업융합원천기술확보(산업),그린카등수송시스템산업원천기술개발(R&D),산업진흥·고도화,112490000.0,112490000.0
,주력산업융합원천기술(R&D),주요사업비(기금사업비),일반지출,산업·중소기업및에너지,일반회계,2011,지식경제부,산업융합원천기술확보(산업),산업소재원천기술개발(R&D),산업진흥·고도화,74249000.0,74249000.0
