계정명,단위사업명,경비구분,목명,세목명,지출구분,분야명,회계명,회계년도,소관명,프로그램명,세부사업명,부문명,국회확정금액,정부안금액
,재외공관 인건비,인건비(기금인건비),인건비,보수,일반지출,외교·통일,일반회계,2013,외교통상부,재외공관운영,재외공관 인건비,외교·통상,84016986.0,84016986.0
,재외공관 행정직원 역량강화,주요사업비(기금사업비),여비,국외업무여비,일반지출,외교·통일,일반회계,2013,외교통상부,재외공관운영,재외공관 행정직원 역량강화,외교·통상,61930.0,61930.0
,재외공관 행정직원 역량강화,주요사업비(기금사업비),운영비,일반수용비,일반지출,외교·통일,일반회계,2013,외교통상부,재외공관운영,재외공관 행정직원 역량강화,외교·통상,250560.0,250560.0
,재외공관 행정직원 역량강화,주요사업비(기금사업비),인건비,기타직보수,일반지출,외교·통일,일반회계,2013,외교통상부,재외공관운영,재외공관 행정직원 역량강화,외교·통상,13955747.0,13955747.0
,글로벌 인재양성,주요사업비(기금사업비),여비,국외업무여비,일반지출,외교·통일,일반회계,2013,외교통상부,재외동포보호 및 지원,워킹홀리데이 이행,외교·통상,10703.0,10703.0
,재외국민 보호 및 영사서비스 지원,주요사업비(기금사업비),여비,국외업무여비,일반지출,외교·통일,일반회계,2013,외교통상부,재외동포보호 및 지원,재외국민 보호,외교·통상,3626.0,3626.0
,재외국민 보호 및 영사서비스 지원,주요사업비(기금사업비),인건비,기타직보수,일반지출,외교·통일,일반회계,2013,외교통상부,재외동포보호 및 지원,재외국민 보호,외교·통상,486000.0,397200.0
,재외국민 보호 및 영사서비스 지원,주요사업비(기금사업비),인건비,기타직보수,일반지출,외교·통일,일반회계,2013,외교통상부,재외동포보호 및 지원,재외국민영사서비스 지원(수입대체경비),외교·통상,62960.0,62960.0
,재외동포권익향상,주요사업비(기금사업비),업무추진비,사업추진비,일반지출,외교·통일,일반회계,2013,외교통상부,재외동포보호 및 지원,재외국민 선거 지원,외교·통상,6000.0,6000.0
,정상회의 참가 및 국빈영접,주요사업비(기금사업비),업무추진비,사업추진비,일반지출,외교·통일,일반회계,2013,외교통상부,정상외교,정상 및 총리외교,외교·통상,699650.0,699650.0
,정상회의 참가 및 국빈영접,주요사업비(기금사업비),여비,국외업무여비,일반지출,외교·통일,일반회계,2013,외교통상부,정상외교,정상 및 총리외교,외교·통상,2914979.0,2914979.0
,정상회의 참가 및 국빈영접,주요사업비(기금사업비),운영비,공공요금및제세,일반지출,외교·통일,일반회계,2013,외교통상부,정상외교,정상 및 총리외교,외교·통상,481100.0,481100.0
,정상회의 참가 및 국빈영접,주요사업비(기금사업비),운영비,일반수용비,일반지출,외교·통일,일반회계,2013,외교통상부,정상외교,정상 및 총리외교,외교·통상,1018540.0,1018540.0
,정상회의 참가 및 국빈영접,주요사업비(기금사업비),운영비,임차료,일반지출,외교·통일,일반회계,2013,외교통상부,정상외교,정상 및 총리외교,외교·통상,836900.0,836900.0
,정상회의 참가 및 국빈영접,주요사업비(기금사업비),운영비,특근매식비,일반지출,외교·통일,일반회계,2013,외교통상부,정상외교,정상 및 총리외교,외교·통상,64500.0,64500.0
,정상회의 참가 및 국빈영접,주요사업비(기금사업비),유형자산,자산취득비,일반지출,외교·통일,일반회계,2013,외교통상부,정상외교,정상 및 총리외교,외교·통상,12000.0,12000.0
,정상회의 참가 및 국빈영접,주요사업비(기금사업비),인건비,일용임금,일반지출,외교·통일,일반회계,2013,외교통상부,정상외교,정상 및 총리외교,외교·통상,198300.0,198300.0
,정상회의 참가 및 국빈영접,주요사업비(기금사업비),특수활동비,특수활동비,일반지출,외교·통일,일반회계,2013,외교통상부,정상외교,정상 및 총리외교,외교·통상,500000.0,500000.0
,ASEAN 및 남아태지역국가와의 교류협력강화,주요사업비(기금사업비),여비,국외업무여비,일반지출,외교·통일,일반회계,2013,외교통상부,지역외교,ASEAN 및 남아태지역국가와의 교류협력강화,외교·통상,173421.0,173421.0
,ASEAN 및 남아태지역국가와의 교류협력강화,주요사업비(기금사업비),해외이전,해외경상이전,일반지출,외교·통일,일반회계,2013,외교통상부,지역외교,ASEAN 및 남아태지역국가와의 교류협력강화,외교·통상,24000.0,24000.0
,아중동지역국가와의 교류협력강화,주요사업비(기금사업비),여비,국외업무여비,일반지출,외교·통일,일반회계,2013,외교통상부,지역외교,아중동지역국가와의 교류협력 강화,외교·통상,31217.0,31217.0
,아중동지역국가와의 교류협력강화,주요사업비(기금사업비),해외이전,해외경상이전,일반지출,외교·통일,일반회계,2013,외교통상부,지역외교,아중동지역국가와의 교류협력 강화,외교·통상,34500.0,34500.0
,유럽지역국가와의 교류협력강화,주요사업비(기금사업비),업무추진비,사업추진비,일반지출,외교·통일,일반회계,2013,외교통상부,지역외교,유럽지역국가와의 교류협력 강화,외교·통상,24000.0,24000.0
,유럽지역국가와의 교류협력강화,주요사업비(기금사업비),여비,국외업무여비,일반지출,외교·통일,일반회계,2013,외교통상부,지역외교,유럽지역국가와의 교류협력 강화,외교·통상,78700.0,78700.0
,유럽지역국가와의 교류협력강화,주요사업비(기금사업비),해외이전,해외경상이전,일반지출,외교·통일,일반회계,2013,외교통상부,지역외교,유럽지역국가와의 교류협력 강화,외교·통상,55205.0,55205.0
,중남미지역국가와의 교류협력강화,주요사업비(기금사업비),업무추진비,사업추진비,일반지출,외교·통일,일반회계,2013,외교통상부,지역외교,중남미지역국가와의 교류협력 강화,외교·통상,41000.0,41000.0
,중남미지역국가와의 교류협력강화,주요사업비(기금사업비),여비,국외업무여비,일반지출,외교·통일,일반회계,2013,외교통상부,지역외교,중남미지역국가와의 교류협력 강화,외교·통상,62931.0,62931.0
,중남미지역국가와의 교류협력강화,주요사업비(기금사업비),해외이전,해외경상이전,일반지출,외교·통일,일반회계,2013,외교통상부,지역외교,중남미지역국가와의 교류협력 강화,외교·통상,637061.0,256530.0
,국공채원금상환,주요사업비(기금사업비),상환지출,해외차입금상환,보전지출,외교·통일,일반회계,2013,외교통상부,차입금원금 상환,재외공관국유화 원금상환,외교·통상,29044000.0,29044000.0
,동북아지역국가와의 전략적 협력관계 강화,주요사업비(기금사업비),업무추진비,사업추진비,일반지출,외교·통일,일반회계,2013,외교통상부,한반도 평화 조성,동북아지역국가와의 교류협력강화,외교·통상,268520.0,268520.0
,동북아지역국가와의 전략적 협력관계 강화,주요사업비(기금사업비),여비,국외업무여비,일반지출,외교·통일,일반회계,2013,외교통상부,한반도 평화 조성,동북아지역국가와의 교류협력강화,외교·통상,467878.0,467878.0
,동북아지역국가와의 전략적 협력관계 강화,주요사업비(기금사업비),운영비,일반수용비,일반지출,외교·통일,일반회계,2013,외교통상부,한반도 평화 조성,동북아지역국가와의 교류협력강화,외교·통상,389500.0,389500.0
,동북아지역국가와의 전략적 협력관계 강화,주요사업비(기금사업비),운영비,임차료,일반지출,외교·통일,일반회계,2013,외교통상부,한반도 평화 조성,동북아지역국가와의 교류협력강화,외교·통상,112000.0,112000.0
,동북아지역국가와의 전략적 협력관계 강화,주요사업비(기금사업비),인건비,일용임금,일반지출,외교·통일,일반회계,2013,외교통상부,한반도 평화 조성,동북아지역국가와의 교류협력강화,외교·통상,121560.0,121560.0
,동북아지역국가와의 전략적 협력관계 강화,주요사업비(기금사업비),해외이전,해외경상이전,일반지출,외교·통일,일반회계,2013,외교통상부,한반도 평화 조성,동북아지역국가와의 교류협력강화,외교·통상,4000.0,4000.0
,북미지역국가와의 전략적 특별협력관계 강화,주요사업비(기금사업비),업무추진비,사업추진비,일반지출,외교·통일,일반회계,2013,외교통상부,한반도 평화 조성,북미지역국가와의 전략적 특별 협력관계 강화,외교·통상,98500.0,98500.0
,북미지역국가와의 전략적 특별협력관계 강화,주요사업비(기금사업비),여비,국외업무여비,일반지출,외교·통일,일반회계,2013,외교통상부,한반도 평화 조성,북미지역국가와의 전략적 특별 협력관계 강화,외교·통상,142720.0,142720.0
,북미지역국가와의 전략적 특별협력관계 강화,주요사업비(기금사업비),운영비,일반수용비,일반지출,외교·통일,일반회계,2013,외교통상부,한반도 평화 조성,북미지역국가와의 전략적 특별 협력관계 강화,외교·통상,1098000.0,1098000.0
,북미지역국가와의 전략적 특별협력관계 강화,주요사업비(기금사업비),해외이전,해외경상이전,일반지출,외교·통일,일반회계,2013,외교통상부,한반도 평화 조성,북미지역국가와의 전략적 특별 협력관계 강화,외교·통상,49558.0,49558.0
,북핵문제 협의지원,주요사업비(기금사업비),여비,국외업무여비,일반지출,외교·통일,일반회계,2013,외교통상부,한반도 평화 조성,6자회담 대북지원 의장국 활동 강화,외교·통상,6666.0,6666.0
,북핵문제 협의지원,주요사업비(기금사업비),여비,국외업무여비,일반지출,외교·통일,일반회계,2013,외교통상부,한반도 평화 조성,6자회담 참가 등 북한 핵문제 대처,외교·통상,99317.0,99317.0
,북핵문제 협의지원,주요사업비(기금사업비),운영비,임차료,일반지출,외교·통일,일반회계,2013,외교통상부,한반도 평화 조성,6자회담 참가 등 북한 핵문제 대처,외교·통상,115150.0,115150.0
,북핵문제 협의지원,주요사업비(기금사업비),여비,국외업무여비,일반지출,외교·통일,일반회계,2013,외교통상부,한반도 평화 조성,북한 비핵화 이행 검증사업,외교·통상,16284.0,16284.0
,평화체제 구축지원,주요사업비(기금사업비),민간이전,구료비,일반지출,외교·통일,일반회계,2013,외교통상부,한반도 평화 조성,민족공동체 해외협력사업,외교·통상,488496.0,488496.0
,평화체제 구축지원,주요사업비(기금사업비),보전금,보상금,일반지출,외교·통일,일반회계,2013,외교통상부,한반도 평화 조성,민족공동체 해외협력사업,외교·통상,120354.0,120354.0
,평화체제 구축지원,주요사업비(기금사업비),업무추진비,사업추진비,일반지출,외교·통일,일반회계,2013,외교통상부,한반도 평화 조성,민족공동체 해외협력사업,외교·통상,176991.0,176991.0
,평화체제 구축지원,주요사업비(기금사업비),여비,국외업무여비,일반지출,외교·통일,일반회계,2013,외교통상부,한반도 평화 조성,민족공동체 해외협력사업,외교·통상,1297345.0,1297345.0
,평화체제 구축지원,주요사업비(기금사업비),운영비,일반수용비,일반지출,외교·통일,일반회계,2013,외교통상부,한반도 평화 조성,민족공동체 해외협력사업,외교·통상,1750443.0,1750443.0
,평화체제 구축지원,주요사업비(기금사업비),업무추진비,사업추진비,일반지출,외교·통일,일반회계,2013,외교통상부,한반도 평화 조성,한반도 평화구조 형성을 위한 외교 노력 추진,외교·통상,16000.0,16000.0
,평화체제 구축지원,주요사업비(기금사업비),여비,국외업무여비,일반지출,외교·통일,일반회계,2013,외교통상부,한반도 평화 조성,한반도 평화구조 형성을 위한 외교 노력 추진,외교·통상,53277.0,53277.0
,평화체제 구축지원,주요사업비(기금사업비),운영비,일반수용비,일반지출,외교·통일,일반회계,2013,외교통상부,한반도 평화 조성,한반도 평화구조 형성을 위한 외교 노력 추진,외교·통상,15000.0,15000.0
,평화체제 구축지원,주요사업비(기금사업비),운영비,임차료,일반지출,외교·통일,일반회계,2013,외교통상부,한반도 평화 조성,한반도 평화구조 형성을 위한 외교 노력 추진,외교·통상,3600.0,3600.0
,본부기본경비,기본경비(경상운영비),여비,국외업무여비,일반지출,과학기술,일반회계,2013,원자력안전위원회,원자력안전운영지원,기관운영 기본경비(총액 비대상),과학기술일반,14294.0,14294.0
,본부기본경비,기본경비(경상운영비),업무추진비,사업추진비,일반지출,과학기술,일반회계,2013,원자력안전위원회,원자력안전운영지원,방사선방재국 기본경비(총액 비대상),과학기술일반,7400.0,7400.0
,본부기본경비,기본경비(경상운영비),여비,국외업무여비,일반지출,과학기술,일반회계,2013,원자력안전위원회,원자력안전운영지원,방사선방재국 기본경비(총액 비대상),과학기술일반,20501.0,20501.0
,본부기본경비,기본경비(경상운영비),업무추진비,사업추진비,일반지출,과학기술,일반회계,2013,원자력안전위원회,원자력안전운영지원,안전정책국 기본경비(총액 비대상),과학기술일반,30000.0,30000.0
,본부기본경비,기본경비(경상운영비),여비,국외업무여비,일반지출,과학기술,일반회계,2013,원자력안전위원회,원자력안전운영지원,안전정책국 기본경비(총액 비대상),과학기술일반,50658.0,50658.0
손익계정,조달정보화,주요사업비(기금사업비),여비,국외업무여비,일반지출,일반공공행정,조달특별회계,2013,조달청,전자조달 및 국유재산 관리,나라장터 운영,일반행정,4540.0,4540.0
손익계정,정부조달 국제협력체제 구축,주요사업비(기금사업비),여비,국외업무여비,일반지출,일반공공행정,조달특별회계,2013,조달청,조달사업 운영,정부조달 국제협력체제 구축,일반행정,66033.0,66033.0
손익계정,정부조달 국제협력체제 구축,주요사업비(기금사업비),운영비,일반수용비,일반지출,일반공공행정,조달특별회계,2013,조달청,조달사업 운영,정부조달 국제협력체제 구축,일반행정,30000.0,30000.0
손익계정,정부조달 국제협력체제 구축,주요사업비(기금사업비),운영비,임차료,일반지출,일반공공행정,조달특별회계,2013,조달청,조달사업 운영,정부조달 국제협력체제 구축,일반행정,48000.0,48000.0
손익계정,기본경비,기본경비(경상운영비),여비,국외업무여비,일반지출,일반공공행정,조달특별회계,2013,조달청,조달행정지원,기관운영 기본경비,일반행정,66676.0,66676.0
손익계정,기본경비,기본경비(경상운영비),여비,국제화여비,일반지출,일반공공행정,조달특별회계,2013,조달청,조달행정지원,기관운영 기본경비,일반행정,34050.0,34050.0
손익계정,기본경비,기본경비(경상운영비),운영비,일반수용비,일반지출,일반공공행정,조달특별회계,2013,조달청,조달행정지원,기관운영 기본경비,일반행정,22700.0,22700.0
,중소기업해외시장개척지원,주요사업비(기금사업비),여비,국외업무여비,일반지출,산업·중소기업및에너지,일반회계,2013,중소기업청,중소기업수출촉진지원,무역촉진단파견,무역및투자유치,18622.0,18622.0
,중소기업해외시장개척지원,주요사업비(기금사업비),여비,국외업무여비,일반지출,산업·중소기업및에너지,일반회계,2013,중소기업청,중소기업수출촉진지원,해외민간네트워크활용,무역및투자유치,6438.0,6438.0
,본부기본경비,기본경비(경상운영비),여비,국외업무여비,일반지출,산업·중소기업및에너지,일반회계,2013,중소기업청,중소기업행정지원,기관운영기본경비,산업·중소기업일반,6022.0,6022.0
,본부기본경비,기본경비(경상운영비),여비,국외업무여비,일반지출,산업·중소기업및에너지,일반회계,2013,중소기업청,중소기업행정지원,기본경비(경영판로국),산업·중소기업일반,21814.0,21814.0
,본부기본경비,기본경비(경상운영비),운영비,공공요금및제세,일반지출,산업·중소기업및에너지,일반회계,2013,중소기업청,중소기업행정지원,기본경비(경영판로국),산업·중소기업일반,5775.0,5775.0
,본부기본경비,기본경비(경상운영비),운영비,일반수용비,일반지출,산업·중소기업및에너지,일반회계,2013,중소기업청,중소기업행정지원,기본경비(경영판로국),산업·중소기업일반,4278.0,4278.0
,본부기본경비,기본경비(경상운영비),여비,국외업무여비,일반지출,산업·중소기업및에너지,일반회계,2013,중소기업청,중소기업행정지원,기본경비(기술혁신국),산업·중소기업일반,11786.0,11786.0
,본부기본경비,기본경비(경상운영비),여비,국외업무여비,일반지출,산업·중소기업및에너지,일반회계,2013,중소기업청,중소기업행정지원,기본경비(기획조정관),산업·중소기업일반,5527.0,5527.0
,본부기본경비,기본경비(경상운영비),여비,국외업무여비,일반지출,산업·중소기업및에너지,일반회계,2013,중소기업청,중소기업행정지원,기본경비(소상공인정책국),산업·중소기업일반,30764.0,30764.0
,본부기본경비,기본경비(경상운영비),보전금,보상금,일반지출,산업·중소기업및에너지,일반회계,2013,중소기업청,중소기업행정지원,기본경비(중소기업정책국),산업·중소기업일반,5404.0,5404.0
,본부기본경비,기본경비(경상운영비),여비,국외업무여비,일반지출,산업·중소기업및에너지,일반회계,2013,중소기업청,중소기업행정지원,기본경비(중소기업정책국),산업·중소기업일반,37964.0,37964.0
,본부기본경비,기본경비(경상운영비),운영비,공공요금및제세,일반지출,산업·중소기업및에너지,일반회계,2013,중소기업청,중소기업행정지원,기본경비(중소기업정책국),산업·중소기업일반,5775.0,5775.0
,본부기본경비,기본경비(경상운영비),운영비,일반수용비,일반지출,산업·중소기업및에너지,일반회계,2013,중소기업청,중소기업행정지원,기본경비(중소기업정책국),산업·중소기업일반,4000.0,4000.0
,본부기본경비,기본경비(경상운영비),운영비,임차료,일반지출,산업·중소기업및에너지,일반회계,2013,중소기업청,중소기업행정지원,기본경비(중소기업정책국),산업·중소기업일반,58835.0,58835.0
,본부기본경비,기본경비(경상운영비),여비,국외업무여비,일반지출,산업·중소기업및에너지,일반회계,2013,중소기업청,중소기업행정지원,기본경비(창업벤처국),산업·중소기업일반,11331.0,11331.0
,본부인건비,인건비(기금인건비),인건비,보수,일반지출,산업·중소기업및에너지,일반회계,2013,중소기업청,중소기업행정지원,인건비,산업·중소기업일반,373308.0,373308.0
,지방청기본경비,기본경비(경상운영비),여비,국외업무여비,일반지출,산업·중소기업및에너지,일반회계,2013,중소기업청,중소기업행정지원,강원청기본경비,산업·중소기업일반,2104.0,2104.0
,지방청기본경비,기본경비(경상운영비),여비,국외업무여비,일반지출,산업·중소기업및에너지,일반회계,2013,중소기업청,중소기업행정지원,경기청기본경비,산업·중소기업일반,2774.0,2774.0
,지방청기본경비,기본경비(경상운영비),여비,국외업무여비,일반지출,산업·중소기업및에너지,일반회계,2013,중소기업청,중소기업행정지원,경남청기본경비,산업·중소기업일반,3142.0,3142.0
,지방청기본경비,기본경비(경상운영비),여비,국외업무여비,일반지출,산업·중소기업및에너지,일반회계,2013,중소기업청,중소기업행정지원,광주전남청기본경비,산업·중소기업일반,2428.0,2428.0
,지방청기본경비,기본경비(경상운영비),여비,국외업무여비,일반지출,산업·중소기업및에너지,일반회계,2013,중소기업청,중소기업행정지원,대구경북청기본경비,산업·중소기업일반,2775.0,2775.0
,지방청기본경비,기본경비(경상운영비),여비,국외업무여비,일반지출,산업·중소기업및에너지,일반회계,2013,중소기업청,중소기업행정지원,대전충남청기본경비,산업·중소기업일반,3382.0,3382.0
,지방청기본경비,기본경비(경상운영비),여비,국외업무여비,일반지출,산업·중소기업및에너지,일반회계,2013,중소기업청,중소기업행정지원,부산울산청기본경비,산업·중소기업일반,3213.0,3213.0
,지방청기본경비,기본경비(경상운영비),여비,국외업무여비,일반지출,산업·중소기업및에너지,일반회계,2013,중소기업청,중소기업행정지원,서울청기본경비,산업·중소기업일반,4546.0,4546.0
,지방청기본경비,기본경비(경상운영비),여비,국외업무여비,일반지출,산업·중소기업및에너지,일반회계,2013,중소기업청,중소기업행정지원,인천청기본경비,산업·중소기업일반,7901.0,7901.0
,지방청기본경비,기본경비(경상운영비),여비,국외업무여비,일반지출,산업·중소기업및에너지,일반회계,2013,중소기업청,중소기업행정지원,전북청기본경비,산업·중소기업일반,2576.0,2576.0
,지방청기본경비,기본경비(경상운영비),여비,국외업무여비,일반지출,산업·중소기업및에너지,일반회계,2013,중소기업청,중소기업행정지원,충북청기본경비,산업·중소기업일반,1049.0,1049.0
,행정효율성증진및능력개발,주요사업비(기금사업비),여비,국외업무여비,일반지출,산업·중소기업및에너지,일반회계,2013,중소기업청,중소기업행정지원,행정효율성증진및능력개발,산업·중소기업일반,4159.0,4159.0
,기술개발인프라구축,주요사업비(기금사업비),여비,국외업무여비,일반지출,산업·중소기업및에너지,일반회계,2013,중소기업청,기술개발인프라지원,기술혁신기반조성,산업기술지원,4455.0,4455.0
,중소기업인력지원,주요사업비(기금사업비),여비,국외업무여비,일반지출,산업·중소기업및에너지,일반회계,2013,중소기업청,중소기업인력지원,산학협력 기술·기능인력양성,산업진흥·고도화,16103.0,16103.0
,중소기업인력지원,주요사업비(기금사업비),여비,국외업무여비,일반지출,산업·중소기업및에너지,일반회계,2013,중소기업청,중소기업인력지원,인력유입인프라조성,산업진흥·고도화,2782.0,2782.0
,규제영향평가 및 옴부즈만운영,주요사업비(기금사업비),여비,국외업무여비,일반지출,산업·중소기업및에너지,일반회계,2013,중소기업청,중소기업정책지원,중소기업규제영향평가 및 옴부즈만운영,산업진흥·고도화,5247.0,5247.0
,기관운영지원,주요사업비(기금사업비),여비,국외업무여비,일반지출,일반공공행정,일반회계,2013,중앙선거관리위원회,선거관리행정지원,국제교류협력,입법및선거관리,106895.0,36431.0
,기관운영지원,주요사업비(기금사업비),여비,국제화여비,일반지출,일반공공행정,일반회계,2013,중앙선거관리위원회,선거관리행정지원,국제교류협력,입법및선거관리,73323.0,73323.0
,기관운영지원,주요사업비(기금사업비),해외이전,국제부담금,일반지출,일반공공행정,일반회계,2013,중앙선거관리위원회,선거관리행정지원,국제교류협력,입법및선거관리,1000.0,1000.0
,기관운영지원,주요사업비(기금사업비),여비,국외업무여비,일반지출,일반공공행정,일반회계,2013,중앙선거관리위원회,선거관리행정지원,재외선거인력운영,입법및선거관리,403480.0,403480.0
,기관운영지원,주요사업비(기금사업비),운영비,일반수용비,일반지출,일반공공행정,일반회계,2013,중앙선거관리위원회,선거관리행정지원,재외선거인력운영,입법및선거관리,34512.0,34512.0
,기관운영지원,주요사업비(기금사업비),운영비,임차료,일반지출,일반공공행정,일반회계,2013,중앙선거관리위원회,선거관리행정지원,재외선거인력운영,입법및선거관리,161095.0,161095.0
,기관운영지원,주요사업비(기금사업비),인건비,일용임금,일반지출,일반공공행정,일반회계,2013,중앙선거관리위원회,선거관리행정지원,재외선거인력운영,입법및선거관리,161975.0,161975.0
,기본경비,기본경비(경상운영비),여비,국제화여비,일반지출,일반공공행정,일반회계,2013,중앙선거관리위원회,선거관리행정지원,기조실등기본경비,입법및선거관리,173191.0,173191.0
,기본경비,기본경비(경상운영비),여비,국외업무여비,일반지출,일반공공행정,일반회계,2013,중앙선거관리위원회,선거관리행정지원,연수원기본경비,입법및선거관리,2413.0,2413.0
,인건비,인건비(기금인건비),인건비,보수,일반지출,일반공공행정,일반회계,2013,중앙선거관리위원회,선거관리행정지원,인건비,입법및선거관리,240372.0,240372.0
,공직선거관리,주요사업비(기금사업비),여비,국외업무여비,일반지출,일반공공행정,일반회계,2013,중앙선거관리위원회,선거의공정한관리,재외선거관리,입법및선거관리,8580.0,8580.0
,시민교육및공명선거정착,주요사업비(기금사업비),여비,국외업무여비,일반지출,일반공공행정,일반회계,2013,중앙선거관리위원회,선거의공정한관리,민주시민정치교육,입법및선거관리,9546.0,9546.0
,시민교육및공명선거정착,주요사업비(기금사업비),여비,국외업무여비,일반지출,일반공공행정,일반회계,2013,중앙선거관리위원회,선거의공정한관리,한국선거제도해외전파(ODA),입법및선거관리,4800.0,4800.0
,정당발전지원,주요사업비(기금사업비),여비,국제화여비,일반지출,일반공공행정,일반회계,2013,중앙선거관리위원회,선거의공정한관리,정당사무지원,입법및선거관리,28990.0,28990.0
광역발전계정,경제자유구역지원,주요사업비(기금사업비),업무추진비,사업추진비,일반지출,교통및물류,광역지역발전특별회계,2013,지식경제부,경제자유구역사업추진,경제자유구역기획단운영,물류등기타,2000.0,2000.0
광역발전계정,경제자유구역지원,주요사업비(기금사업비),여비,국외업무여비,일반지출,교통및물류,광역지역발전특별회계,2013,지식경제부,경제자유구역사업추진,경제자유구역기획단운영,물류등기타,34640.0,34640.0
,보특기본경비,기본경비(경상운영비),여비,국제화여비,일반지출,통신,우체국보험특별회계,2013,지식경제부,우정사업행정지원,보험기본경비,우정,11684.0,11684.0
,보험영업활성화,주요사업비(기금사업비),여비,국외업무여비,일반지출,통신,우체국보험특별회계,2013,지식경제부,우체국보험 내실화,보험사업운영,우정,30828.0,30828.0
,보험영업활성화,주요사업비(기금사업비),여비,국제화여비,일반지출,통신,우체국보험특별회계,2013,지식경제부,우체국보험 내실화,보험사업운영,우정,70536.0,70536.0
,보험영업활성화,주요사업비(기금사업비),운영비,일반수용비,일반지출,통신,우체국보험특별회계,2013,지식경제부,우체국보험 내실화,보험사업운영,우정,6000.0,6000.0
손익계정,예특기본경비,기본경비(경상운영비),여비,국외업무여비,일반지출,통신,우체국예금특별회계,2013,지식경제부,우정사업행정지원,예금기본경비,우정,13197.0,13197.0
손익계정,예특기본경비,기본경비(경상운영비),여비,국제화여비,일반지출,통신,우체국예금특별회계,2013,지식경제부,우정사업행정지원,예금기본경비,우정,41700.0,41700.0
손익계정,우체국예금안정적성장,주요사업비(기금사업비),여비,국제화여비,일반지출,통신,우체국예금특별회계,2013,지식경제부,우체국예금성장강화,금융서비스지원,우정,20258.0,20258.0
손익계정,우체국예금안정적성장,주요사업비(기금사업비),여비,국외업무여비,일반지출,통신,우체국예금특별회계,2013,지식경제부,우체국예금성장강화,예금사업운영,우정,31969.0,31969.0
손익계정,우체국예금안정적성장,주요사업비(기금사업비),여비,국제화여비,일반지출,통신,우체국예금특별회계,2013,지식경제부,우체국예금성장강화,예금사업운영,우정,63722.0,63722.0
손익계정,우체국예금안정적성장,주요사업비(기금사업비),해외이전,국제부담금,일반지출,통신,우체국예금특별회계,2013,지식경제부,우체국예금성장강화,예금사업운영,우정,63105.0,63105.0
손익계정,국제우편사업활성화,주요사업비(기금사업비),업무추진비,사업추진비,일반지출,통신,우편사업특별회계,2013,지식경제부,국민과함께하는우편서비스,국제우편운영,우정,22800.0,22800.0
손익계정,국제우편사업활성화,주요사업비(기금사업비),여비,국외업무여비,일반지출,통신,우편사업특별회계,2013,지식경제부,국민과함께하는우편서비스,국제우편운영,우정,45316.0,45316.0
손익계정,국제우편사업활성화,주요사업비(기금사업비),여비,국제화여비,일반지출,통신,우편사업특별회계,2013,지식경제부,국민과함께하는우편서비스,국제우편운영,우정,29521.0,29521.0
손익계정,소포사업,주요사업비(기금사업비),여비,국제화여비,일반지출,통신,우편사업특별회계,2013,지식경제부,국민과함께하는우편서비스,소포사업운영,우정,6211.0,6211.0
손익계정,우편사업마케팅,주요사업비(기금사업비),여비,국제화여비,일반지출,통신,우편사업특별회계,2013,지식경제부,국민과함께하는우편서비스,우편사업마케팅,우정,11600.0,11600.0
손익계정,우편소통품질향상,주요사업비(기금사업비),특수활동비,특수활동비,일반지출,통신,우편사업특별회계,2013,지식경제부,국민과함께하는우편서비스,수탁사업,우정,8156.0,8156.0
손익계정,우표문화사업,주요사업비(기금사업비),여비,국외업무여비,일반지출,통신,우편사업특별회계,2013,지식경제부,국민과함께하는우편서비스,우표문화사업,우정,7324.0,7324.0
손익계정,경영품질개선활동,주요사업비(기금사업비),여비,국외업무여비,일반지출,통신,우편사업특별회계,2013,지식경제부,우정사업경영지원,경영품질개선사업,우정,5920.0,5920.0
손익계정,경영품질개선활동,주요사업비(기금사업비),여비,국제화여비,일반지출,통신,우편사업특별회계,2013,지식경제부,우정사업경영지원,경영품질개선사업,우정,26970.0,26970.0
손익계정,교육원운영,주요사업비(기금사업비),여비,국외업무여비,일반지출,통신,우편사업특별회계,2013,지식경제부,우정사업경영지원,교육원운영,우정,11608.0,11608.0
손익계정,교육원운영,주요사업비(기금사업비),여비,국제화여비,일반지출,통신,우편사업특별회계,2013,지식경제부,우정사업경영지원,교육원운영,우정,3610.0,3610.0
손익계정,보편적서비스제고를위한창구망운영,주요사업비(기금사업비),여비,국제화여비,일반지출,통신,우편사업특별회계,2013,지식경제부,우정사업경영지원,우체국시설유지관리,우정,21456.0,21456.0
손익계정,우정사무정보화,주요사업비(기금사업비),여비,국제화여비,일반지출,통신,우편사업특별회계,2013,지식경제부,우정사업경영지원,우정사무정보화(정보화),우정,11772.0,11772.0
손익계정,우정사업운영지원,주요사업비(기금사업비),여비,국외업무여비,일반지출,통신,우편사업특별회계,2013,지식경제부,우정사업경영지원,우정사업운영지원,우정,11220.0,11220.0
손익계정,우정사업운영지원,주요사업비(기금사업비),여비,국제화여비,일반지출,통신,우편사업특별회계,2013,지식경제부,우정사업경영지원,우정사업운영지원,우정,38122.0,38122.0
손익계정,우특기본경비,기본경비(경상운영비),여비,국제화여비,일반지출,통신,우편사업특별회계,2013,지식경제부,우정사업행정지원,경영기획기본경비,우정,53490.0,53490.0
